Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Gupta Travels Galaxy,A/C Seater / Sleeper (2+2),21:00,03:15,06h 15m,700.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:15,03:00,05h 45m,400.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,A/C Sleeper (2+1),21:20,03:30,06h 10m,780.0,0,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),22:30,03:30,05h 00m,399.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:50,06h 30m,500.0,0,4.5,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),21:20,03:30,06h 10m,500.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:30,03:15,05h 45m,400.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TSRTC - 7076,Super Luxury (Non AC Seater 2+2 Push Back),12:10,15:10,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7330,Super Luxury (Non AC Seater 2+2 Push Back),12:15,15:15,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7122,Super Luxury (Non AC Seater 2+2 Push Back),12:20,15:20,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7095,Super Luxury (Non AC Seater 2+2 Push Back),12:40,15:40,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7322,Super Luxury (Non AC Seater 2+2 Push Back),13:20,16:20,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7124,Super Luxury (Non AC Seater 2+2 Push Back),13:40,16:40,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7471,Super Luxury (Non AC Seater 2+2 Push Back),14:00,16:55,02h 55m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7027,Super Luxury (Non AC Seater 2+2 Push Back),14:10,17:10,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7831,RAJDHANI (A.C. Semi Sleeper),14:30,17:30,03h 00m,343.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7461,Super Luxury (Non AC Seater 2+2 Push Back),14:50,17:50,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7067,Super Luxury (Non AC Seater 2+2 Push Back),15:05,18:05,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7304,Super Luxury (Non AC Seater 2+2 Push Back),15:15,18:15,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7339,Super Luxury (Non AC Seater 2+2 Push Back),15:30,18:35,03h 05m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7071,Super Luxury (Non AC Seater 2+2 Push Back),15:40,18:40,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 9506,RAJDHANI (A.C. Semi Sleeper),15:45,18:50,03h 05m,343.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Orange Tours And Travels,A/C Sleeper (2+1),18:00,21:10,03h 10m,500.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Jagan Travels,A/C Seater / Sleeper (2+1),18:00,21:30,03h 30m,550.0,0,4.1,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Orange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),18:15,21:40,03h 25m,500.0,0,0.0,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
Sri Tulasi Tours and Travels,A/C Sleeper (2+1),16:30,22:30,06h 00m,1949.0,0,3.3,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
IRA Travels,A/C Sleeper (2+1),18:30,21:45,03h 15m,1049.0,0,3.9,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TSRTC - 7183,Super Luxury (Non AC Seater 2+2 Push Back),12:10,15:10,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7871,RAJDHANI (A.C. Semi Sleeper),12:10,15:10,03h 00m,343.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7346,Super Luxury (Non AC Seater 2+2 Push Back),12:20,15:35,03h 15m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7062,Super Luxury (Non AC Seater 2+2 Push Back),12:40,15:40,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7178,RAJDHANI (A.C. Semi Sleeper),13:00,16:00,03h 00m,343.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,17:00,04h 00m,343.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7195,Super Luxury (Non AC Seater 2+2 Push Back),13:20,16:20,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7092,Super Luxury (Non AC Seater 2+2 Push Back),14:10,17:10,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7267,Super Luxury (Non AC Seater 2+2 Push Back),14:30,18:30,04h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7279,Super Luxury (Non AC Seater 2+2 Push Back),14:40,17:40,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7360,Super Luxury (Non AC Seater 2+2 Push Back),15:00,18:15,03h 15m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 9593,Super Luxury (Non AC Seater 2+2 Push Back),15:15,18:15,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7172,RAJDHANI (A.C. Semi Sleeper),15:40,18:40,03h 00m,343.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7077,Super Luxury (Non AC Seater 2+2 Push Back),15:40,18:40,03h 00m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TSRTC - 7378,Super Luxury (Non AC Seater 2+2 Push Back),15:40,18:55,03h 15m,283.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
IPS Bus Service,NON A/C Sleeper (2+2),15:30,18:40,03h 10m,1300.0,0,1.6,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
DNR Express,AC Sleeper (2+1),21:30,23:59,02h 29m,832.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Bhumi travels,AC Seater (2+2),22:00,03:00,05h 00m,2000.0,0,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
Shree Saipooja Travels,A/C Seater/Sleeper (2+1),23:10,02:30,03h 20m,3000.0,0,2.7,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
New Royal Travels (Raipur),A/C Seater / Sleeper (2+1),14:15,19:00,04h 45m,755.0,0,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),15:15,20:00,04h 45m,1063.0,0,3.6,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),A/C Sleeper (2+1),17:30,21:45,04h 15m,1149.0,0,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
GDR Tours and Travels,Bharat Benz A/C Seater (2+2),17:30,21:30,04h 00m,500.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,22:00,04h 00m,500.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,21:45,03h 45m,550.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),19:00,23:15,04h 15m,800.0,0,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
New Royal Travels (Raipur),A/C Sleeper (2+1),20:00,00:45,04h 45m,1143.0,0,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Metro Tours and Travels,NON A/C Sleeper (2+1),22:15,04:15,06h 00m,553.0,0,2.4,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
Pooja Travels,A/C Sleeper (2+1),20:00,03:30,07h 30m,762.0,0,4.2,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TSRTC - 7916,Lahari Non A/C Sleeper Cum Seater,12:10,18:30,06h 20m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7944,LAHARI A/C SLEEPER CUM SEATER,12:10,19:40,07h 30m,611.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,20:40,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7934,Super Luxury (Non AC Seater 2+2 Push Back),13:50,21:20,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,21:00,06h 40m,611.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7904,Super Luxury (Non AC Seater 2+2 Push Back),14:40,22:10,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 2611,Lahari Non A/C Sleeper Cum Seater,15:30,22:40,07h 10m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 1947,RAJDHANI (A.C. Semi Sleeper),15:45,22:45,07h 00m,611.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7920,Super Luxury (Non AC Seater 2+2 Push Back),16:20,23:50,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 1135,Lahari Non A/C Sleeper Cum Seater,16:30,00:20,07h 50m,532.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 1155,Lahari Non A/C Sleeper Cum Seater,17:30,01:20,07h 50m,533.0,0,3.5,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7936,Super Luxury (Non AC Seater 2+2 Push Back),18:50,02:20,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7902,Super Luxury (Non AC Seater 2+2 Push Back),19:40,03:10,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7908,Super Luxury (Non AC Seater 2+2 Push Back),20:30,04:00,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TSRTC - 7906,Lahari Non A/C Sleeper Cum Seater,21:30,05:00,07h 30m,504.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Orange Tours And Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),18:00,23:15,05h 15m,550.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,Bharat Benz A/C Seater (2+2),18:00,23:15,05h 15m,550.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Savera Tours and Travels,NON A/C Sleeper (2+1),22:15,05:30,07h 15m,550.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sahara Tours and Travels,Non AC Seater (2+2),22:00,04:30,06h 30m,389.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Muskan Travels,NON A/C Semi Sleeper (2+2),21:30,06:00,08h 30m,371.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,06:15,08h 35m,482.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,1000.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Kaveri Tours and Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),21:30,05:45,08h 15m,900.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,450.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Chandu Travels,A/C Sleeper (2+1),22:15,05:45,07h 30m,741.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Krishna Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,900.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Krishna Travels,Non A/C Seater / Sleeper (2+1),20:00,05:00,09h 00m,500.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
V Kaveri Travels,Volvo Multi-Axle A/C Sleeper (2+1),21:30,05:30,08h 00m,900.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Sahasra Tours and Travels,A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,449.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Sri Krishna Travels,NON A/C Semi Sleeper / Sleeper (2+1),22:00,05:30,07h 30m,500.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
TSRTC - 8876,Super Luxury (Non AC Seater 2+2 Push Back),12:25,18:30,06h 05m,451.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 34329,Super Luxury (Non AC Seater 2+2 Push Back),13:00,19:30,06h 30m,451.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6910,Deluxe (Non AC Seater 2+2),13:15,19:20,06h 05m,396.0,0,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8704,Super Luxury (Non AC Seater 2+2 Push Back),13:45,20:15,06h 30m,451.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6904,Deluxe (Non AC Seater 2+2),14:10,20:15,06h 05m,396.0,0,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 34331,LAHARI A/C SLEEPER CUM SEATER,14:35,19:50,05h 15m,548.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6912,Deluxe (Non AC Seater 2+2),14:55,21:00,06h 05m,396.0,0,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 1319,LAHARI A/C SLEEPER CUM SEATER,15:20,20:45,05h 25m,548.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 1952,LAHARI A/C SLEEPER CUM SEATER,16:20,21:45,05h 25m,548.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6914,Super Luxury (Non AC Seater 2+2 Push Back),16:50,23:05,06h 15m,451.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6908,Deluxe (Non AC Seater 2+2),18:25,00:30,06h 05m,396.0,0,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 6631,Super Luxury (Non AC Seater 2+2 Push Back),20:30,03:30,07h 00m,470.0,0,3.7,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8754,Super Luxury (Non AC Seater 2+2 Push Back),21:15,03:40,06h 25m,451.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8929,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:45,07h 15m,497.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
TSRTC - 8718,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:30,06h 45m,451.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
BSR Tours And Travels,A/C Sleeper (2+1),23:30,06:00,06h 30m,800.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
BSR Tours And Travels,A/C Seater / Sleeper (2+1),23:15,06:00,06h 45m,580.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),23:20,05:00,05h 40m,560.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Bharathi Tours & Travels,A/C Sleeper (2+1),23:00,05:00,06h 00m,1000.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:05,05:00,05h 55m,500.0,0,0.0,https://www.redbus.in/bus-tickets/kothagudem-to-hyderabad,Kothagudem to Hyderabad
APSRTC - 4244,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:30,06h 30m,451.0,0,0.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4246,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,00:03,08h 03m,483.0,0,0.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:45,06h 15m,451.0,0,0.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad
APSRTC - 4612,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:15,04:00,08h 45m,483.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
APSRTC - 4249,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:20,08h 35m,483.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:30,04:29,07h 59m,817.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-guntur,Hyderabad to Guntur (Andhra Pradesh)
TSRTC - 7272,Super Luxury (Non AC Seater 2+2 Push Back),12:30,17:15,04h 45m,392.0,0,0.0,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 8157,Lahari Non A/C Sleeper Cum Seater,12:40,17:10,04h 30m,392.0,0,3.8,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 7208,Super Luxury (Non AC Seater 2+2 Push Back),13:30,18:20,04h 50m,392.0,0,0.0,https://www.redbus.in/bus-tickets/godavarikhani-to-hyderabad,Godavarikhani to Hyderabad
TSRTC - 8743,Super Luxury (Non AC Seater 2+2 Push Back),12:15,18:45,06h 30m,451.0,0,3.8,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,12:15,18:00,05h 45m,548.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8873,Super Luxury (Non AC Seater 2+2 Push Back),13:20,19:25,06h 05m,451.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-kothagudem,Hyderabad to Kothagudem
TSRTC - 8850,Super Luxury (Non AC Seater 2+2 Push Back),12:20,20:00,07h 40m,453.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
TSRTC - 64958,Super Luxury (Non AC Seater 2+2 Push Back),14:20,20:35,06h 15m,453.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
TSRTC - 64828,Super Luxury (Non AC Seater 2+2 Push Back),16:30,22:50,06h 20m,453.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-sathupalli,Hyderabad to Sathupally
TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),12:25,15:40,03h 15m,351.0,0,0.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 40131,Super Luxury (Non AC Seater 2+2 Push Back),12:50,16:00,03h 10m,289.0,0,0.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),13:05,15:50,02h 45m,351.0,0,0.0,https://www.redbus.in/bus-tickets/kodad-to-hyderabad,Kodad to Hyderabad
TSRTC - 7471,Super Luxury (Non AC Seater 2+2 Push Back),12:40,16:55,04h 15m,365.0,0,0.0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7461,Super Luxury (Non AC Seater 2+2 Push Back),13:40,17:50,04h 10m,365.0,0,0.0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 7339,Super Luxury (Non AC Seater 2+2 Push Back),14:15,18:35,04h 20m,365.0,0,0.0,https://www.redbus.in/bus-tickets/jagityal-to-hyderabad,Jagityal to Hyderabad
TSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,12:15,19:00,06h 45m,627.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 8743,Super Luxury (Non AC Seater 2+2 Push Back),12:15,19:45,07h 30m,517.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
TSRTC - 1953,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,23:00,08h 00m,627.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-bhadrachalam,Hyderabad to Bhadrachalam
Ramana Tours And Travels,A/C Sleeper (2+1),20:30,07:50,11h 20m,910.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),20:20,06:45,10h 25m,929.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
IntrCity SmartBus,AC Sleeper (2+1),21:30,07:20,09h 50m,978.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi,Hyderabad to Tirupati
TSRTC - 6008,Super Luxury (Non AC Seater 2+2 Push Back),12:20,17:00,04h 40m,312.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TSRTC - 7896,Super Luxury (Non AC Seater 2+2 Push Back),12:50,17:45,04h 55m,310.0,0,3.1,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
TSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,18:50,04h 30m,377.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-armoor,Hyderabad to Armoor
VEERA BRAHMENDRA TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:20,06h 50m,450.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
Indu Travels,Non A/C Seater / Sleeper (2+1),22:00,04:30,06h 30m,500.0,0,0.0,https://www.redbus.in/bus-tickets/hyderabad-to-nandyala,Hyderabad to Nandyal
TSRTC - 16262,eGARUDA,12:15,15:10,02h 55m,351.0,0,3.2,https://www.redbus.in/bus-tickets/hyderabad-to-kodad,Hyderabad to Kodad
